case_id,symptom_text_zh,reference_prescription,herb,molecules,herb_prescriptions,herb_functions
S006,寒湿引起的脾胃不适、心悸不安、心火旺盛、便秘,清肺汤,大枣(Jujubae Fructus),C[C@@]12CCC[C@]34[C@@H]1[C@]5(C[C@]67[C@H]3C(=O)[C@H](CC6C4N5C2)C(=C)C7)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | CC1CCC(C2(C13CC(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)CO)O | CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3 | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4([C@H]([C@@H](C5(C)C)O)C(=O)O)C)C)C(=O)O,半夏泻心汤 | 黄芪桂枝五物汤 | 麦门冬汤 | 地黄饮子 | 清肺汤 | 半夏白术天麻汤 | 异功散 | 苏葶丸 | 人参五味子汤 | 清宁散 | 当归四逆汤 | 当归建中汤 | 升阳益胃汤 | 旋覆代赭汤 | 吴茱萸汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 厚朴七物汤 | 清肝止淋汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 葶苈大枣泻肺汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 通窍活血汤,"It has the effects of tonifying the spleen and stomach, harmonizing blood, calming the spirit, replenishing qi, and nourishing blood."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,半夏（Arum Ternatum Thunb）,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N2CCN(CCN(CC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)OC | C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,半夏泻心汤 | 瓜蒌薤白半夏汤 | 麦门冬汤 | 温胆汤 | 金水六君煎 | 半夏白术天麻汤 | 竹叶石膏汤 | 半夏厚朴汤 | 厚朴麻黄汤 | 升阳益胃汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 竹茹汤 | 桑白皮汤 | 养胃汤 | 柴胡桂枝汤 | 小陷胸汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 苏子降气汤 | 六和汤 | 导痰汤 | 蒿芩清胆汤 | 柴胡陷胸汤 | 宣痹汤 | 连朴饮,"It has the effects of descending rebellion to stop vomiting, drying dampness to transform phlegm, and dissipating masses to resolve stagnation."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,天麻（Rhizoma Gastrodiae）,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O | C1=CC(=CC=C1CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O | C1=CC(=CC=C1COCC2=CC=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O | C(C(=O)O)C(CC(=O)O)(C(=O)O)O | COC(=O)CC(CC(=O)[O-])(C(=O)[O-])O,半夏白术天麻汤,"It has the effects of pacifying the liver to extinguish wind, and dispelling wind to calm convulsions."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,茯苓（Poria Cocos(Schw.) Wolf ）,CC(=CCC[C@H]([C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C(=O)O)C | C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C | C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C | CC(C)C(=C)CC[C@H]([C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C(=O)O | CC(C)C(=C)CC[C@H]([C@H]1CC[C@@]2([C@@]1(CC=C3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C(=O)O,苓桂术甘汤 | 真武汤 | 开心散 | 清心莲子饮 | 地黄饮子 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 半夏白术天麻汤 | 异功散 | 白术散 | 人参五味子汤 | 半夏厚朴汤 | 升阳益胃汤 | 厚朴温中汤 | 猪苓汤 | 附子汤 | 甘姜苓术汤 | 实脾散 | 三痹汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 养胃汤 | 清经散 | 茯苓桂枝甘 草大枣汤 | 小半夏加茯苓汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 六和汤 | 导痰汤 | 左归饮 | 解郁汤 | 定经汤 | 滋水清肝饮,"It has the effects of promoting diuresis and draining dampness, strengthening the spleen and harmonizing the stomach, as well as calming the heart and tranquilizing the mind."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,橘红（Citri Exocarpium Rubrum）,C1[C@@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O | COC1=CC(=CC(=C1)O)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O | CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C | C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)OC([C@@H]4CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)(C)C)C | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,清金化痰汤 | 清肺汤 | 半夏白术天麻汤 | 厚朴温中汤 | 养胃汤 | 导痰汤 | 普济消毒饮子,"It has the effects of transforming phlegm, moving qi to relieve middle-jiao distension, dispelling cold, fortifying the stomach, regulating qi, and drying dampness."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,白术(Atractylodes Macrocephala Koidz),C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C | CC1=COC2=C1C[C@H]3C(=C)[C@H](CC[C@@]3(C2)C)OC(=O)C | CCC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CCO[C@]12C[C@]3(CCCC(=C)[C@@H]3CC1=C(C(=O)O2)C)C,苓桂术甘汤 | 真武汤 | 半夏白术天麻汤 | 异功散 | 白术散 | 人参五味子汤 | 桂枝芍药知母汤 | 升阳益胃汤 | 完带汤 | 附子汤 | 泽泻汤 | 甘姜苓术汤 | 实脾散 | 大秦艽汤 | 托里消毒散 | 除湿胃苓汤 | 桂枝人参汤 | 当归散 | 防己黄芪汤 | 延年薯蓣酒 | 羌活胜风汤 | 举元煎 | 泰山磐石散 | 解郁汤 | 固本止崩汤 | 茵陈术附汤 | 理冲汤,"It has the effects of strengthening the spleen and tonifying qi, drying dampness and promoting diuresis, stopping sweating, and preventing miscarriage."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,甘草(licorice ),CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | CC1(C=CC2=C(O1)C=CC3=C2OC[C@@H]4[C@H]3OC5=C4C=CC(=C5)O)C | CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO | CC1(C=CC2=C(O1)C=CC(=C2O)C3COC4=C(C3=O)C(=CC(=C4)O)OC)C | CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,苓桂术甘汤 | 温经汤 | 枇杷清肺饮 | 二冬汤 | 桃核承气汤 | 芍药甘草汤 | 半夏泻心汤 | 麦门冬汤 | 温胆汤 | 小续命汤 | 当归饮子 | 泻白散 | 清心莲子饮 | 羌活胜湿汤 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 宣郁通经汤 | 异功散 | 泻黄散 | 白术散 | 消乳丸 | 人参五味子汤 | 清宁散 | 竹叶石膏汤 | 麻黄汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 保阴煎 | 固阴煎 | 清骨散 | 达原饮 | 沙参麦冬汤 | 完带汤 | 身痛逐瘀汤 | 散偏汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 甘姜苓术汤 | 厚朴七物汤 | 温脾汤 | 竹茹汤 | 辛夷散 | 实脾散 | 甘露饮 | 华盖散 | 三痹汤 | 乌药汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 养胃汤 | 石决明散 | 三甲复脉汤 | 蠲痹汤 | 四妙勇安汤 | 除湿胃苓汤 | 清燥救肺汤 | 凉血地黄汤 | 桂枝甘草汤 | 栀子柏皮汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 通脉四逆汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 调胃承气汤 | 桔梗汤 | 防己黄芪汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 苏子降气汤 | 香苏散 | 升麻葛根汤 | 平胃散 | 六和汤 | 五虎汤 | 芍药汤 | 门冬清肺饮 | 普济消毒饮子 | 羌活胜风汤 | 牛蒡甘桔汤 | 大补元煎 | 左归饮 | 举元煎 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 调肝汤 | 柴葛解肌汤 | 茵陈术附汤 | 阳和汤 | 柴胡清肝汤 | 地黄饮 | 凉血四物汤 | 膈下逐瘀汤 | 会厌逐瘀汤,"It has the effects of tonifying the spleen and replenishing qi, clearing heat and detoxifying, dispelling phlegm and stopping cough, relieving spasm and alleviating pain, as well as harmonizing the actions of other herbs."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,生姜( Zingiber Officinale Roscoe),CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,真武汤 | 黄芪桂枝五物汤 | 温胆汤 | 小续命汤 | 当归饮子 | 地黄饮子 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 异功散 | 人参五味子汤 | 清宁散 | 桂枝芍药知母汤 | 半夏厚朴汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 旋覆代赭汤 | 吴茱萸汤 | 橘皮竹茹汤 | 厚朴七物汤 | 丁香柿蒂散 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 延年薯蓣酒 | 柴胡陷胸汤 | 通窍活血汤,"It has the effects of resolving phlegm to stop cough, descending rebellion to arrest vomiting, releasing the exterior, and dispersing wind-cold."
S007,寒湿引起的脾胃不适、水肿、恶心呕吐、脾胃虚弱,半夏白术天麻汤,大枣(Jujubae Fructus),C[C@@]12CCC[C@]34[C@@H]1[C@]5(C[C@]67[C@H]3C(=O)[C@H](CC6C4N5C2)C(=C)C7)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | CC1CCC(C2(C13CC(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)CO)O | CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3 | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4([C@H]([C@@H](C5(C)C)O)C(=O)O)C)C)C(=O)O,半夏泻心汤 | 黄芪桂枝五物汤 | 麦门冬汤 | 地黄饮子 | 清肺汤 | 半夏白术天麻汤 | 异功散 | 苏葶丸 | 人参五味子汤 | 清宁散 | 当归四逆汤 | 当归建中汤 | 升阳益胃汤 | 旋覆代赭汤 | 吴茱萸汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 厚朴七物汤 | 清肝止淋汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 葶苈大枣泻肺汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 通窍活血汤,"It has the effects of tonifying the spleen and stomach, harmonizing blood, calming the spirit, replenishing qi, and nourishing blood."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,白芍(Paeoniae Radix Alba),C[C@@]12CC(=O)[C@H]3C[C@@]1(O[C@@H]([C@@H]3COC(=O)C4=CC=CC=C4)O2)O | C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O | C[C@]12C[C@H]([C@@H]3C[C@]1([C@@]3(C(=O)O2)COC(=O)C4=CC=CC=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,温经汤 | 桃红四物汤 | 芍药甘草汤 | 真武汤 | 黄芪桂枝五物汤 | 小续命汤 | 当归饮子 | 宣郁通经汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 保阴煎 | 化肝煎 | 达原饮 | 完带汤 | 散偏汤 | 附子汤 | 三痹汤 | 大秦艽汤 | 托里消毒散 | 三甲复脉汤 | 清经散 | 清肝止淋汤 | 两地汤 | 黄芩汤 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 当归散 | 枳实芍药散 | 瓜蒌桂枝汤 | 升麻葛根汤 | 芍药汤 | 门冬清肺饮 | 泰山磐石散 | 滋阴降火汤 | 解郁汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 滋水清肝饮,"It has the effects of pacifying the liver to relieve pain, nourishing blood to regulate menstruation, and astringing yin to stop sweating."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,当归(Angelicae Sinensis Radix),CC1=CC[C@@]2(CCCC([C@]23[C@H]1C3)(C)C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C | C1=CC=C(C=C1)C2=CC(=S)C=C(S2)C3=CC=CC=C3,温经汤 | 一贯煎 | 桃红四物汤 | 当归饮子 | 当归补血汤 | 金水六君煎 | 济川煎 | 清肺汤 | 宣郁通经汤 | 当归四逆汤 | 当归建中汤 | 当归六黄汤 | 身痛逐瘀汤 | 三痹汤 | 清胃散 | 圣愈汤 | 乌药汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 清肝止淋汤 | 四妙勇安汤 | 黄连膏 | 凉血地黄汤 | 当归散 | 温脾丸 | 苏子降气汤 | 佛手散 | 芍药汤 | 门冬清肺饮 | 大补元煎 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 解郁汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 滋水清肝饮 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤 | 活络效灵丹,"It has the effects of nourishing blood, promoting blood circulation, regulating menstruation, relieving pain, and moistening intestines to relieve constipation."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,牡丹皮（Cortex Moutan）,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,温经汤 | 宣郁通经汤 | 化肝煎 | 清胃散 | 清经散 | 清肝止淋汤 | 柴葛解肌汤 | 地黄饮 | 滋水清肝饮 | 膈下逐瘀汤,"It has the effects of clearing heat and cooling blood, activating blood circulation and dissipating blood stasis."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,栀子（Gardeniae Fructus）,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O | COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C(=C3)OC)OC)OC)O,清金化痰汤 | 清肺汤 | 宣郁通经汤 | 泻黄散 | 化肝煎 | 桑白皮汤 | 除湿胃苓汤 | 茵陈蒿汤 | 栀子柏皮汤 | 栀子豉汤 | 栀子大黄汤 | 清胃汤 | 解郁汤 | 柴胡清肝汤 | 滋水清肝饮 | 宣痹汤,"It has the effects of purging fire to relieve vexation, clearing heat to promote diuresis, and cooling blood to detoxify."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,白芥子（Sinapis alba L. ）,C1=CC(=CC=C1CC(=NOS(=O)(=O)O)S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O | CN1CCC23C4C1CC5=C2C(=C(C=C5C(=O)O)OC)OC3C(C=C4)O | C[N+](C)(C)CCOC(=O)/C=C/C1=CC(=C(C(=C1)OC)O)OC | COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O,宣郁通经汤 | 散偏汤 | 阳和汤,"It has the effects of eliminating phlegm to stop cough, exerting anti-inflammatory and antibacterial actions, and promoting bowel movements."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,甘草(licorice ),CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | CC1(C=CC2=C(O1)C=CC3=C2OC[C@@H]4[C@H]3OC5=C4C=CC(=C5)O)C | CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO | CC1(C=CC2=C(O1)C=CC(=C2O)C3COC4=C(C3=O)C(=CC(=C4)O)OC)C | CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,苓桂术甘汤 | 温经汤 | 枇杷清肺饮 | 二冬汤 | 桃核承气汤 | 芍药甘草汤 | 半夏泻心汤 | 麦门冬汤 | 温胆汤 | 小续命汤 | 当归饮子 | 泻白散 | 清心莲子饮 | 羌活胜湿汤 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 宣郁通经汤 | 异功散 | 泻黄散 | 白术散 | 消乳丸 | 人参五味子汤 | 清宁散 | 竹叶石膏汤 | 麻黄汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 保阴煎 | 固阴煎 | 清骨散 | 达原饮 | 沙参麦冬汤 | 完带汤 | 身痛逐瘀汤 | 散偏汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 甘姜苓术汤 | 厚朴七物汤 | 温脾汤 | 竹茹汤 | 辛夷散 | 实脾散 | 甘露饮 | 华盖散 | 三痹汤 | 乌药汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 养胃汤 | 石决明散 | 三甲复脉汤 | 蠲痹汤 | 四妙勇安汤 | 除湿胃苓汤 | 清燥救肺汤 | 凉血地黄汤 | 桂枝甘草汤 | 栀子柏皮汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 通脉四逆汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 调胃承气汤 | 桔梗汤 | 防己黄芪汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 苏子降气汤 | 香苏散 | 升麻葛根汤 | 平胃散 | 六和汤 | 五虎汤 | 芍药汤 | 门冬清肺饮 | 普济消毒饮子 | 羌活胜风汤 | 牛蒡甘桔汤 | 大补元煎 | 左归饮 | 举元煎 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 调肝汤 | 柴葛解肌汤 | 茵陈术附汤 | 阳和汤 | 柴胡清肝汤 | 地黄饮 | 凉血四物汤 | 膈下逐瘀汤 | 会厌逐瘀汤,"It has the effects of tonifying the spleen and replenishing qi, clearing heat and detoxifying, dispelling phlegm and stopping cough, relieving spasm and alleviating pain, as well as harmonizing the actions of other herbs."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,柴胡（Radix Bupleuri）,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C(C=C(C(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O)O | C1[C@@H]([C@H]([C@H](O1)O)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5 | CC1(CCCC23[C@@H]1[C@@H](C([C@]45[C@H]2CC[C@H](C4O)C(=C)C5=O)(OC3)O)O)C | C/C=C(\C)/C(=O)O[C@H]1[C@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)/C(=C/C)/C,升陷汤 | 宣郁通经汤 | 升阳益胃汤 | 完带汤 | 散偏汤 | 柴胡桂枝汤 | 柴胡桂枝干姜汤 | 佛手散 | 普济消毒饮子 | 羌活胜风汤 | 滋阴降火汤 | 定经汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 滋水清肝饮 | 柴胡陷胸汤 | 会厌逐瘀汤,"It has the effects of dispersing and reducing fever, soothing the liver, and lifting yang."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,香附（Cyperi Rhizoma ）,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C2C=COC2=CC3=C1C(=O)C=C(O3)CO[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O | C[C@]1(CC[C@@]2([C@@H](C1)C(=O)C[C@@H]3[C@]24CCC[C@@]3(C(=O)O4)C)C)C=C | COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,宣郁通经汤 | 消乳丸 | 身痛逐瘀汤 | 散偏汤 | 清肝止淋汤 | 膈下逐瘀汤,"It has the effects of relieving pain, moving qi to soothe the liver, preventing miscarriage, and regulating menstruation."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,姜黄（Curcumaelongae Rhizoma ）,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@H](CC[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C | [B-]1(N2C=CC=C2C(=C3[N+]1=CC=C3)C4=CC=C(C=C4)CCCCCCCCCCCCCCCCCCP(=O)([O-])OCC[N+](C)(C)C)(F)F,宣郁通经汤 | 黄连膏 | 升降散,"It has the effects of relieving pain, moving qi, breaking blood stasis, and unblocking menstruation."
S008,痛经、咳嗽多痰、血瘀引起的症状、血热症状,宣郁通经汤,黄芩(Scutellariae Radix),COC1=CC=CC(=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)O | COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=CC=C3O)OC | COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)O,二冬汤 | 半夏泻心汤 | 小续命汤 | 清心莲子饮 | 清金化痰汤 | 清肺汤 | 宣郁通经汤 | 当归六黄汤 | 保阴煎 | 达原饮 | 甘草泻心汤 | 甘露饮 | 大秦艽汤 | 桑白皮汤 | 清上蠲痛汤 | 凉血地黄汤 | 黄芩汤 | 附子泻心汤 | 柴胡桂枝汤 | 柴胡桂枝干姜汤 | 生姜泻心汤 | 当归散 | 泻心汤 | 芍药汤 | 普济消毒饮子 | 羌活胜风汤 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 柴葛解肌汤 | 柴胡清肝汤 | 凉血四物汤 | 柴胡陷胸汤,"It has the effects of clearing heat and drying dampness, purging fire and detoxifying, stopping bleeding, and preventing miscarriage."
