case_id,symptom_text_zh,reference_prescription,herb,molecules,herb_prescriptions,herb_functions
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,甘草(licorice ),CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | CC1(C=CC2=C(O1)C=CC3=C2OC[C@@H]4[C@H]3OC5=C4C=CC(=C5)O)C | CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO | CC1(C=CC2=C(O1)C=CC(=C2O)C3COC4=C(C3=O)C(=CC(=C4)O)OC)C | CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,苓桂术甘汤 | 温经汤 | 枇杷清肺饮 | 二冬汤 | 桃核承气汤 | 芍药甘草汤 | 半夏泻心汤 | 麦门冬汤 | 温胆汤 | 小续命汤 | 当归饮子 | 泻白散 | 清心莲子饮 | 羌活胜湿汤 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 宣郁通经汤 | 异功散 | 泻黄散 | 白术散 | 消乳丸 | 人参五味子汤 | 清宁散 | 竹叶石膏汤 | 麻黄汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 保阴煎 | 固阴煎 | 清骨散 | 达原饮 | 沙参麦冬汤 | 完带汤 | 身痛逐瘀汤 | 散偏汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 甘姜苓术汤 | 厚朴七物汤 | 温脾汤 | 竹茹汤 | 辛夷散 | 实脾散 | 甘露饮 | 华盖散 | 三痹汤 | 乌药汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 养胃汤 | 石决明散 | 三甲复脉汤 | 蠲痹汤 | 四妙勇安汤 | 除湿胃苓汤 | 清燥救肺汤 | 凉血地黄汤 | 桂枝甘草汤 | 栀子柏皮汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 通脉四逆汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 调胃承气汤 | 桔梗汤 | 防己黄芪汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 苏子降气汤 | 香苏散 | 升麻葛根汤 | 平胃散 | 六和汤 | 五虎汤 | 芍药汤 | 门冬清肺饮 | 普济消毒饮子 | 羌活胜风汤 | 牛蒡甘桔汤 | 大补元煎 | 左归饮 | 举元煎 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 调肝汤 | 柴葛解肌汤 | 茵陈术附汤 | 阳和汤 | 柴胡清肝汤 | 地黄饮 | 凉血四物汤 | 膈下逐瘀汤 | 会厌逐瘀汤,"It has the effects of tonifying the spleen and replenishing qi, clearing heat and detoxifying, dispelling phlegm and stopping cough, relieving spasm and alleviating pain, as well as harmonizing the actions of other herbs."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,麻黄（Ephedra Herba）,C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O | C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,小续命汤 | 麻黄汤 | 桂枝芍药知母汤 | 厚朴麻黄汤 | 华盖散 | 麻黄细辛附子汤 | 桂枝麻黄各半汤 | 射干麻黄汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 牡蛎散 | 五虎汤 | 阳和汤,"It has the effects of inducing sweating to disperse cold, diffusing the lungs to relieve wheezing, and promoting diuresis to reduce edema."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,生姜( Zingiber Officinale Roscoe),CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,真武汤 | 黄芪桂枝五物汤 | 温胆汤 | 小续命汤 | 当归饮子 | 地黄饮子 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 异功散 | 人参五味子汤 | 清宁散 | 桂枝芍药知母汤 | 半夏厚朴汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 旋覆代赭汤 | 吴茱萸汤 | 橘皮竹茹汤 | 厚朴七物汤 | 丁香柿蒂散 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 延年薯蓣酒 | 柴胡陷胸汤 | 通窍活血汤,"It has the effects of resolving phlegm to stop cough, descending rebellion to arrest vomiting, releasing the exterior, and dispersing wind-cold."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,白术(Atractylodes Macrocephala Koidz),C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C | CC1=COC2=C1C[C@H]3C(=C)[C@H](CC[C@@]3(C2)C)OC(=O)C | CCC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CCO[C@]12C[C@]3(CCCC(=C)[C@@H]3CC1=C(C(=O)O2)C)C,苓桂术甘汤 | 真武汤 | 半夏白术天麻汤 | 异功散 | 白术散 | 人参五味子汤 | 桂枝芍药知母汤 | 升阳益胃汤 | 完带汤 | 附子汤 | 泽泻汤 | 甘姜苓术汤 | 实脾散 | 大秦艽汤 | 托里消毒散 | 除湿胃苓汤 | 桂枝人参汤 | 当归散 | 防己黄芪汤 | 延年薯蓣酒 | 羌活胜风汤 | 举元煎 | 泰山磐石散 | 解郁汤 | 固本止崩汤 | 茵陈术附汤 | 理冲汤,"It has the effects of strengthening the spleen and tonifying qi, drying dampness and promoting diuresis, stopping sweating, and preventing miscarriage."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,知母（Anemarrhenae Rhizoma）,CC(=O)OC[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3 | CN1CCC2=C[C@@H]([C@@H]3[C@H]([C@@H]21)C4=CC5=C(C=C4C(=O)O3)OCO5)O | COC1=C(C=CC(=C1)/C=C\C(=O)NCCC2=CC=C(C=C2)O)O | C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1 | C1=CC(=CC=C1CCNC(=O)/C=C\C2=CC=C(C=C2)O)O,升陷汤 | 二冬汤 | 清金化痰汤 | 桂枝芍药知母汤 | 玉女煎 | 清骨散 | 达原饮 | 白虎加人参汤 | 滋阴降火汤 | 柴葛解肌汤 | 理冲汤,"It has the effects of clearing heat and purging fire, promoting fluid production and moistening dryness."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,防风（Saposhnikoviae Radix）,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C4C(=CC(=C3O2)OC)C=CC(=O)O4)CO)O | C/C=C(\C)/C(=O)O[C@H]1[C@@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)/C(=C/C)/C | C/C=C(/C)\C(=O)O[C@H]1CC2=C(C=C3C(=C2O)C(=O)C=C(O3)CO)OC1(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,小续命汤 | 当归饮子 | 羌活胜湿汤 | 泻黄散 | 桂枝芍药知母汤 | 升阳益胃汤 | 辛夷散 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 除湿胃苓汤 | 延年薯蓣酒 | 羌活胜风汤 | 清胃汤 | 柴胡清肝汤 | 四物消风饮,"It has the effects of releasing the exterior and dispelling wind, overcoming dampness, and stopping convulsions."
S009,全身关节游走性疼痛、关节肿胀麻木、身体羸瘦、头晕气短、恶心欲吐,桂枝芍药知母汤,附子(Aconiti Lateralis Radix Praeparata),C[C@@]12CC[C@H]([C@@]([C@@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)(C)CO)O | CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)C | COC1=C(OC2=C(C1=O)C=CC3=C2C=CO3)C4=CC=CC=C4 | CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)COC,真武汤 | 小续命汤 | 地黄饮子 | 桂枝芍药知母汤 | 附子汤 | 温脾汤 | 实脾散 | 乌药汤 | 麻黄细辛附子汤 | 附子泻心汤 | 通脉四逆汤 | 大黄附子汤 | 薏苡附子败酱散 | 温脾丸 | 香苏散 | 茵陈术附汤,"It has the effects of tonifying the life-gate fire, warming and transforming cold-dampness, restoring yang, supplementing yang, and strengthening spleen yang."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,厚朴（Magnolia Officinalis Rehd Et Wils．）,C[C@@]12CCC3=C([C@@H]1CCC2=O)C=CC4=C3C=CC(=C4)O | C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,小承气汤 | 半夏厚朴汤 | 枳实薤白桂枝汤 | 厚朴麻黄汤 | 厚朴温中汤 | 达原饮 | 厚朴七物汤 | 实脾散 | 三化汤 | 养胃汤 | 新加香薷饮 | 除湿胃苓汤 | 桂枝加厚朴杏子汤 | 厚朴三物汤 | 苏子降气汤 | 平胃散 | 六和汤 | 连朴饮,"It has the effects of drying dampness to eliminate phlegm, descending qi to relieve fullness."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,麻黄（Ephedra Herba）,C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O | C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,小续命汤 | 麻黄汤 | 桂枝芍药知母汤 | 厚朴麻黄汤 | 华盖散 | 麻黄细辛附子汤 | 桂枝麻黄各半汤 | 射干麻黄汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 牡蛎散 | 五虎汤 | 阳和汤,"It has the effects of inducing sweating to disperse cold, diffusing the lungs to relieve wheezing, and promoting diuresis to reduce edema."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,石膏（Gypsum）,O.O.[O-]S(=O)(=O)[O-].[Ca+2],泻黄散 | 竹叶石膏汤 | 厚朴麻黄汤 | 玉女煎 | 大秦艽汤 | 清燥救肺汤 | 白虎加人参汤 | 越婢汤 | 五虎汤 | 清胃汤,"It has the effects of clearing heat and purging fire, exerting anti-inflammatory and anti-swelling actions, and quenching thirst to promote fluid production."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,苦杏仁（Amygdalus Communis Vas）,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H]7[C@@](C[C@@H](O[C@@]78C[C@]6([C@@]5(CC[C@H]4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O | C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,小续命汤 | 清肺汤 | 麻黄汤 | 厚朴麻黄汤 | 华盖散 | 桑白皮汤 | 清燥救肺汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 麻黄杏仁薏苡甘草汤 | 六和汤 | 五虎汤 | 宣痹汤,"It has the effects of stopping cough and calming wheezing, moistening intestines to relieve constipation, and diffusing the lungs to release the exterior."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,半夏（Arum Ternatum Thunb）,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N2CCN(CCN(CC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)OC | C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,半夏泻心汤 | 瓜蒌薤白半夏汤 | 麦门冬汤 | 温胆汤 | 金水六君煎 | 半夏白术天麻汤 | 竹叶石膏汤 | 半夏厚朴汤 | 厚朴麻黄汤 | 升阳益胃汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 竹茹汤 | 桑白皮汤 | 养胃汤 | 柴胡桂枝汤 | 小陷胸汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 苏子降气汤 | 六和汤 | 导痰汤 | 蒿芩清胆汤 | 柴胡陷胸汤 | 宣痹汤 | 连朴饮,"It has the effects of descending rebellion to stop vomiting, drying dampness to transform phlegm, and dissipating masses to resolve stagnation."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,干姜(Zingiberis Rhizoma),CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)O | C/C=C/CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C | COC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C,半夏泻心汤 | 大建中汤 | 厚朴麻黄汤 | 厚朴温中汤 | 甘草泻心汤 | 黄连汤 | 甘姜苓术汤 | 温脾汤 | 实脾散 | 通脉四逆汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 苓甘五味姜辛汤 | 温脾丸 | 茵陈术附汤,"It has the effects of warming the middle jiao, warming the lungs to transform retained fluid, restoring yang, tonifying yang, strengthening spleen yang, and unblocking collaterals."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,细辛（Asari Radix Et Rhizoma）,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC | C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6 | C/C=C/CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C | COC1=C(C(=C(C=C1)[C@H]2COC3=C(C2=O)C=CC(=C3)O)OC)OC | C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,当归四逆汤 | 厚朴麻黄汤 | 辛夷散 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 麻黄细辛附子汤 | 大黄附子汤 | 射干麻黄汤 | 苓甘五味姜辛汤 | 温脾丸,"It has the effects of dispelling wind and scattering cold, unblocking orifices to relieve pain, and warming the lungs to transform retained fluid."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,小麦（Semen Tritici aestivi）,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O | C1(C(=O)NC(=O)N1)NC(=O)N | C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O | C(C[C@@H](C(=O)O)N)CN=C(N)N,厚朴麻黄汤,"It has the effects of nourishing the heart to calm the spirit, clearing heat, promoting fluid production to quench thirst, and tonifying the kidneys."
S010,恶寒无汗、头身疼痛、咳喘痰多、喉中痰鸣、胸腹胀憋闷,厚朴麻黄汤,五味子（Fructus Schisandrae）,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)OC)OC)OC)OC)OC)OC | C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C | C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@]1(C)O)OC)OC)OC)OC)OC)OC | CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3 | C[C@@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C[C@@H]1C)OCO5)OC)OC)OCO3,地黄饮子 | 清肺汤 | 人参五味子汤 | 厚朴麻黄汤 | 固阴煎 | 射干麻黄汤 | 苓甘五味姜辛汤 | 延年薯蓣酒 | 门冬清肺饮,"It has the effects of astringing and consolidating, replenishing qi to promote fluid production, and tonifying the kidneys to calm the heart."
S011,食不知味、食后腹胀、口燥舌干、肢体困重、面色㿠白,升阳益胃汤,黄芪（Hedysarum Multijugum Maxim）,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | COC1=CC2=C(C=C1)[C@H]3[C@@H](CO2)C4=C(O3)C(=C(C=C4)OC)OC | COC1=C(C2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O)OC | C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N | COC1=C(C(=C(C=C1)[C@H]2CC3=C(C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC,升陷汤 | 黄芪桂枝五物汤 | 当归饮子 | 清心莲子饮 | 当归补血汤 | 保元汤 | 升阳益胃汤 | 当归六黄汤 | 三痹汤 | 圣愈汤 | 托里消毒散 | 防己黄芪汤 | 防己茯苓汤 | 牡蛎散 | 佛手散 | 门冬清肺饮 | 举元煎 | 泰山磐石散 | 固本止崩汤 | 黄芪汤 | 理冲汤,"It has the effects of tonifying qi to secure the exterior, stopping sweating, expelling toxins, promoting tissue regeneration, and inducing diuresis to reduce swelling."
S011,食不知味、食后腹胀、口燥舌干、肢体困重、面色㿠白,升阳益胃汤,半夏（Arum Ternatum Thunb）,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N2CCN(CCN(CC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)OC | C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,半夏泻心汤 | 瓜蒌薤白半夏汤 | 麦门冬汤 | 温胆汤 | 金水六君煎 | 半夏白术天麻汤 | 竹叶石膏汤 | 半夏厚朴汤 | 厚朴麻黄汤 | 升阳益胃汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 竹茹汤 | 桑白皮汤 | 养胃汤 | 柴胡桂枝汤 | 小陷胸汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 苏子降气汤 | 六和汤 | 导痰汤 | 蒿芩清胆汤 | 柴胡陷胸汤 | 宣痹汤 | 连朴饮,"It has the effects of descending rebellion to stop vomiting, drying dampness to transform phlegm, and dissipating masses to resolve stagnation."
S011,食不知味、食后腹胀、口燥舌干、肢体困重、面色㿠白,升阳益胃汤,人参(Panax Ginseng C. A. Mey.),C1[C@H]2[C@@H](C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5 | C1CCN(CCCNC(=O)C[C@H](NC1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3 | C1=CC=C2C(=C1)C3=C(C(=O)C4=CC=CC=C4O3)C(=O)O2 | CC1=CC2=C(C3=C1OC(C=C3)(C)C)NC4=CC=CC=C42 | COC1=C(C=C(C=C1)C[C@@H]\2COC(=O)/C2=C/C3=CC4=C(C=C3)OCO4)OC,温经汤 | 枇杷清肺饮 | 二冬汤 | 半夏泻心汤 | 大建中汤 | 麦门冬汤 | 小续命汤 | 开心散 | 清心莲子饮 | 保元汤 | 异功散 | 白术散 | 人参五味子汤 | 竹叶石膏汤 | 升阳益胃汤 | 固阴煎 | 完带汤 | 旋覆代赭汤 | 吴茱萸汤 | 黄连汤 | 附子汤 | 橘皮竹茹汤 | 温脾汤 | 三痹汤 | 圣愈汤 | 托里消毒散 | 养胃汤 | 丁香柿蒂散 | 清燥救肺汤 | 柴胡桂枝汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 生姜甘草汤 | 延年薯蓣酒 | 六和汤 | 门冬清肺饮 | 普济消毒饮子 | 大补元煎 | 举元煎 | 泰山磐石散 | 解郁汤 | 固本止崩汤,"It has the effects of greatly tonifying primordial qi, restoring pulses and securing collapse, tonifying the spleen and nourishing the lungs, promoting fluid production, and tranquilizing the mind."
S011,食不知味、食后腹胀、口燥舌干、肢体困重、面色㿠白,升阳益胃汤,甘草(licorice ),CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C | CC1(C=CC2=C(O1)C=CC3=C2OC[C@@H]4[C@H]3OC5=C4C=CC(=C5)O)C | CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO | CC1(C=CC2=C(O1)C=CC(=C2O)C3COC4=C(C3=O)C(=CC(=C4)O)OC)C | CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,苓桂术甘汤 | 温经汤 | 枇杷清肺饮 | 二冬汤 | 桃核承气汤 | 芍药甘草汤 | 半夏泻心汤 | 麦门冬汤 | 温胆汤 | 小续命汤 | 当归饮子 | 泻白散 | 清心莲子饮 | 羌活胜湿汤 | 清金化痰汤 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 宣郁通经汤 | 异功散 | 泻黄散 | 白术散 | 消乳丸 | 人参五味子汤 | 清宁散 | 竹叶石膏汤 | 麻黄汤 | 当归四逆汤 | 桂枝芍药知母汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 保阴煎 | 固阴煎 | 清骨散 | 达原饮 | 沙参麦冬汤 | 完带汤 | 身痛逐瘀汤 | 散偏汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 甘姜苓术汤 | 厚朴七物汤 | 温脾汤 | 竹茹汤 | 辛夷散 | 实脾散 | 甘露饮 | 华盖散 | 三痹汤 | 乌药汤 | 大秦艽汤 | 托里消毒散 | 清上蠲痛汤 | 养胃汤 | 石决明散 | 三甲复脉汤 | 蠲痹汤 | 四妙勇安汤 | 除湿胃苓汤 | 清燥救肺汤 | 凉血地黄汤 | 桂枝甘草汤 | 栀子柏皮汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 通脉四逆汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 白虎加人参汤 | 调胃承气汤 | 桔梗汤 | 防己黄芪汤 | 苓甘五味姜辛汤 | 防己茯苓汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 苏子降气汤 | 香苏散 | 升麻葛根汤 | 平胃散 | 六和汤 | 五虎汤 | 芍药汤 | 门冬清肺饮 | 普济消毒饮子 | 羌活胜风汤 | 牛蒡甘桔汤 | 大补元煎 | 左归饮 | 举元煎 | 茜根散 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 调肝汤 | 柴葛解肌汤 | 茵陈术附汤 | 阳和汤 | 柴胡清肝汤 | 地黄饮 | 凉血四物汤 | 膈下逐瘀汤 | 会厌逐瘀汤,"It has the effects of tonifying the spleen and replenishing qi, clearing heat and detoxifying, dispelling phlegm and stopping cough, relieving spasm and alleviating pain, as well as harmonizing the actions of other herbs."
